id,order_id,platform,price,duration,purchase_date,status,type,user_id,renewal_from_id,gift_code_id,subscription_id,motif
1846,b3035304-971e-4f3e-9cda-29e0fe6820c9,Netflix,2500,1 mois,2026-06-27 09:36:22.150531+00,completed,mutual,176,578,,578,renewal
2130,4c8e144d-1388-4f7f-8576-bfcd6f5eded8,Netflix,2500,1 mois,2026-07-14 11:56:01.17106+00,completed,mutual,161,,,991,subscription
1794,1b731595-563e-4bce-8c97-732b29d10a74,Netflix,7000,3 mois,2026-06-29 10:30:59.792528+00,completed,mutual,36,118,,118,renewal
1795,b32ee5ea-37f3-48c2-a6d2-a1d7d566c46f,Disney Plus,7000,3 mois,2026-06-29 16:27:26.473903+00,completed,mutual,1186,,,,subscription
1848,7d82ad0a-61b8-45cc-9e41-37f19a6a3511,Crunchyroll,1500,1 mois,2026-07-01 08:58:35.076278+00,completed,mutual,839,,,865,subscription
2132,7e0add84-6ec2-465d-92f6-8a62440151a0,Netflix,9000,1 mois,2026-07-14 18:32:05.920305+00,completed,personal,1287,,,988,subscription
1812,6904d458-72d4-4e2b-9d9d-680c4636af3c,Netflix,2500,1 mois,2026-06-29 23:00:48.392621+00,completed,mutual,959,,,852,subscription
1796,3a90c67a-f881-4d94-b17c-993c65bbbf66,Surfshark,1500,1 mois,2026-06-27 11:39:19.133786+00,completed,mutual,22,610,,610,renewal
1844,b87da4c3-95bd-4e20-905c-57a77456ca6b,Netflix,2500,1 mois,2026-06-30 22:07:09.413054+00,completed,mutual,730,,,866,subscription
1802,e62d9e34-f891-435e-a7b6-1b70bd5b3fea,Netflix,7000,3 mois,2026-06-29 20:06:11.83621+00,completed,mutual,1188,,,,subscription
1797,36c69604-b434-489c-96f9-6a2416379000,Spotify,2000,1 mois,2026-06-27 11:39:12.450716+00,completed,mutual,10,609,13,609,renewal
1878,58068dc3-75b3-4fe9-8f67-ecfa75489997,Spotify,2000,1 mois,2026-06-29 17:36:24.843215+00,completed,mutual,1033,626,,626,renewal
1792,c2b17531-4f44-4756-9812-52fd57b93a57,Netflix,2500,1 mois,2026-06-29 14:57:00.39338+00,completed,mutual,1185,,,,subscription
1864,815db7ad-15a0-4966-968d-c4a5337ef944,Apple TV,8500,3 mois,2026-07-02 13:17:13.069955+00,completed,mutual,1,,15,,subscription
1799,d44e1eb1-617c-4518-b2f6-b84823c1f5f8,Netflix,2500,1 mois,2026-06-28 19:43:09.356338+00,completed,mutual,100,221,,221,renewal
1899,54018d56-fa9a-40b8-9721-6f1dcdec52fd,Prime Video,10000,6 mois,2026-07-03 19:46:26.440426+00,completed,mutual,184,,,886,subscription
1893,a93005bf-7a08-401f-9cac-61684da30147,Netflix,2500,1 mois,2026-07-03 17:14:23.737863+00,completed,mutual,255,,,882,subscription
1882,be2be054-db7f-4e6a-8c8a-b3a22789bf33,Netflix,16000,3 mois,2026-07-03 15:06:36.982243+00,completed,personal,118,,,881,subscription
2175,6ee69c44-f3c7-4634-ad3a-ba0a313614d6,Surfshark,1500,1 mois,2026-07-17 00:14:15.039351+00,completed,mutual,478,,,,subscription
2158,8f9d04f1-202c-41df-b1e8-17f9d984e151,Prime Video,2000,1 mois,2026-07-16 11:34:43.420388+00,completed,mutual,1294,,,1001,subscription
1885,7d46f481-1502-4c1a-874c-e666f11afde6,Netflix,2500,1 mois,2026-07-03 16:06:56.989963+00,completed,mutual,966,,,884,subscription
1800,6be09279-036c-4c61-b0f0-59dda5db4544,Netflix,2500,1 mois,2026-06-27 16:49:13.746506+00,completed,mutual,863,199,,199,renewal
2167,0a442cb8-7fa0-4e55-9665-04c7e7b7b370,Netflix,2500,1 mois,2026-07-16 18:08:51.093991+00,completed,mutual,1297,,,1004,subscription
1804,6014f400-caa2-4101-940a-fd979c379948,Paramount Plus,2500,1 mois,2026-06-27 16:46:43.047881+00,completed,mutual,863,197,,197,renewal
2184,2d3bfe0a-4fe5-4dec-a43a-f8f3810da751,Apple TV,8500,3 mois,2026-07-04 14:37:19.10873+00,completed,mutual,232,285,,285,renewal
1806,8cd74d59-fea8-4f91-934b-3cc9e1a1dc6b,Prime Video,2000,1 mois,2026-06-27 18:55:03.357929+00,completed,mutual,863,479,,479,renewal
1807,a7109b92-2bef-4091-b4c6-4946b2b61b34,Crunchyroll,1500,1 mois,2026-06-29 20:37:55.914491+00,completed,mutual,457,,,,subscription
1809,a30a5282-42ce-4fd4-9242-a3c8ed205161,Netflix,2500,1 mois,2026-06-27 23:52:00+00,completed,mutual,584,608,,608,renewal
1825,ee2d2915-c519-4ecc-a26f-1e555118c604,Netflix,2500,1 mois,2026-06-30 16:26:55.183892+00,completed,mutual,21,,,855,subscription
1826,89955ea3-2e86-42f7-b00a-5bd47cf01b13,Netflix,4500,1 mois,2026-06-30 16:39:27.986907+00,failed,personal,1194,,,,subscription
1907,fcb38e7c-6fa0-4ade-9ebe-a3d85198e932,Netflix,2500,1 mois,2026-07-04 12:16:24.463244+00,completed,mutual,1220,,,889,subscription
1820,0e821db4-a425-46a0-a6b9-5fcb96f43c57,Crunchyroll,12000,1 an,2026-06-27 16:02:46.53217+00,completed,mutual,372,195,,195,renewal
1819,65252d3c-bae4-4ce0-aaea-5ab20fb77fd5,Netflix,5500,1 mois,2026-06-23 12:16:46.02103+00,completed,personal,839,128,,128,renewal
1872,150e08bd-0438-4de8-a7b7-c0b00fff51ae,Netflix,2500,1 mois,2026-07-24 18:11:33.804368+00,completed,mutual,521,568,,568,extension
1817,d35be731-cd69-4149-b705-01bc06960caf,Spotify,3500,1 mois,2026-06-30 07:28:58.765556+00,completed,personal,1191,,,861,subscription
1830,492bbbd5-78c7-45f5-a05d-88043c248eaf,Netflix,2500,1 mois,2026-06-30 17:54:30.765551+00,completed,mutual,112,,,859,subscription
1823,b5eb1438-eaf2-4ba7-a1e9-4fc8b688b63d,Prime Video,2000,1 mois,2026-06-29 07:31:31.547251+00,completed,mutual,21,229,,229,renewal
1824,17c463c2-e162-4a65-96ff-fd7903a882ed,Netflix,4500,1 mois,2026-06-17 21:32:27.687007+00,completed,personal,931,572,,572,renewal
1822,68f0e532-001c-47ce-85a0-00e7a3c604c8,Netflix,2500,1 mois,2026-06-30 16:12:17.207193+00,completed,mutual,1193,,,854,subscription
1915,d83b0128-45ca-4f5c-a0dc-a68e4e484052,Netflix,2500,1 mois,2026-07-04 16:01:25.786705+00,completed,mutual,1216,,,895,subscription
1905,0ff748f0-f968-418d-abc6-af9387579530,Apple Music,2000,1 mois,2026-07-04 08:16:43.162843+00,completed,mutual,224,,,914,subscription
1828,a6eef8a0-73be-48f4-a43d-699eca1ad0b9,Crunchyroll,7000,6 mois,2026-06-30 16:48:37.278761+00,completed,mutual,1195,,,856,subscription
1813,ebf0e531-879c-4d12-b5f3-0caaab58f37c,Spotify,2000,1 mois,2026-06-29 23:53:09.679349+00,completed,mutual,1190,,,,subscription
1838,0fa9b927-3586-4c45-bfd7-34bd6f785a99,Netflix,2500,1 mois,2026-06-30 19:02:44.88068+00,completed,mutual,1194,,,862,subscription
1833,f4269e0f-b5de-49f3-bbf0-0644d0510c4b,Netflix,2500,1 mois,2026-06-30 18:43:17.536671+00,completed,mutual,1189,,,,subscription
1837,d0ef1634-6947-483e-9ddf-a83e28c47111,Hbo Max,2500,1 mois,2026-06-28 21:26:00+00,completed,mutual,533,228,,228,renewal
1831,231259ef-f8ac-4905-a6ce-1568a0d4eb71,Netflix,2500,1 mois,2026-06-30 18:20:03.92009+00,completed,mutual,1197,,,860,subscription
1843,9602bfa3-f5c1-42ef-8476-3fc57525c065,Netflix,2500,1 mois,2026-07-27 23:33:00+00,pending_payment,mutual,1170,833,,,extension
1842,ef193a6e-2345-4f8a-8295-5e7b9c5fe1a9,Netflix,2500,1 mois,2026-06-30 19:44:37.970855+00,completed,mutual,1200,,,,subscription
2133,0f312bfa-924d-427b-b3a9-044c83fd94f4,Prime Video,5000,1 mois,2026-07-14 18:32:48.845981+00,completed,personal,1287,,,989,subscription
2143,6ae191ce-537f-44d3-b826-7565a8851289,Netflix,7000,3 mois,2026-07-15 14:41:59.403904+00,completed,mutual,1289,,,993,subscription
1934,4037a931-611e-43a8-9634-463b7fc04ac3,Netflix,2500,1 mois,2026-07-04 23:52:00+00,completed,mutual,912,343,,343,renewal
1919,f1f566bd-6a20-485d-bbcf-ec3cfb413f87,Prime Video,2000,1 mois,2026-07-04 18:18:50.785937+00,completed,mutual,1120,,,890,subscription
1943,9843a8d0-3a70-43af-b55b-80cdb3e6bd5a,Netflix,7000,3 mois,2026-07-05 18:03:14.158483+00,completed,mutual,1199,,,906,subscription
1918,86de38a1-21e7-4c33-b374-a407e8e84a78,Prime Video,2000,1 mois,2026-07-04 18:04:41.330345+00,completed,mutual,569,,,891,subscription
2159,377b8f9d-c9ec-4a85-b46b-6d12f8eae054,Netflix,2500,1 mois,2026-07-17 17:02:00+00,completed,mutual,1076,707,,707,extension
2168,ae43d472-7743-407f-8fb8-9be807fa24d9,Netflix,2500,1 mois,2026-07-16 07:58:47.815631+00,completed,mutual,1048,667,,667,renewal
1921,552dcce7-f7bb-478f-93af-059bf5749b22,Crunchyroll,1500,1 mois,2026-07-04 18:44:21.3299+00,completed,mutual,548,,,892,subscription
1936,ed2b884e-0108-43d0-b5ef-72ecfbc9774d,Hbo Max,2500,1 mois,2026-07-05 14:00:42.96823+00,completed,mutual,358,,,900,subscription
1924,e2cbd5d9-c005-4dcd-98eb-672276cb07b8,Hbo Max,2500,1 mois,2026-06-30 22:59:24.860549+00,completed,mutual,957,487,,487,renewal
1935,4c6392aa-50dd-46e1-84f2-f8eb0db92528,Surfshark,1500,1 mois,2026-07-05 13:57:25.185569+00,completed,mutual,358,,,901,subscription
1923,05b89098-ebb7-4236-b8bf-16328b9d06f2,Surfshark,1500,1 mois,2026-06-30 22:59:22.001075+00,completed,mutual,957,486,,486,renewal
1917,04ca21c6-b5b6-41e0-bc13-f54c5d18d3c9,Crunchyroll,1500,1 mois,2026-07-04 17:29:20.559409+00,completed,mutual,1012,,,893,subscription
1937,443dccbb-d362-4a9f-95fc-55813b615867,Netflix,2500,1 mois,2026-06-30 23:44:00+00,completed,mutual,991,507,,507,renewal
1916,2ab3c7f2-c62d-4d76-84b1-cfbd8e864457,Surfshark,4000,3 mois,2026-07-04 16:36:56.372777+00,completed,mutual,1186,,,894,subscription
1913,4f027cfa-eedf-489f-bd2d-168477d846a6,Disney Plus,2500,1 mois,2026-07-08 18:13:43.558312+00,completed,mutual,859,341,,341,extension
1909,0c17998f-085e-4d59-8ce8-699f561c366d,Prime Video,2000,1 mois,2026-07-05 19:56:51.355565+00,completed,mutual,859,521,,521,extension
1927,9d478204-fd0f-47c0-b458-cefc4709dfc7,Spotify,2000,1 mois,2026-07-04 22:52:54.92854+00,completed,mutual,392,,,,subscription
1928,f54d41fe-93c3-40fd-b1b7-400746eb7db4,Netflix,2500,1 mois,2026-07-04 23:55:34.087043+00,completed,mutual,957,,,897,subscription
1938,52823db9-9dcf-4ea9-98c8-34e50da76de5,Netflix,2500,1 mois,2026-07-05 14:16:37.689429+00,completed,mutual,608,,,902,subscription
1929,12665e6b-f2cd-4502-badf-d04875092462,Netflix,2500,1 mois,2026-07-05 00:26:07.756603+00,completed,mutual,1223,,,898,subscription
1931,501bef06-e006-49b6-a6e0-2d4c1ab9b3b1,Crunchyroll,1500,1 mois,2026-07-04 16:59:07.713956+00,completed,mutual,741,615,,615,renewal
1932,ea4e0912-b79f-4000-b083-04966de6d103,Prime Video,2000,1 mois,2026-07-05 13:06:40.234738+00,completed,mutual,741,,,899,subscription
1947,887c4609-0e00-4733-acad-be3e2fbf7d81,Prime Video,2000,1 mois,2026-07-06 10:53:42.824536+00,completed,mutual,1210,,,907,subscription
1939,906f281a-9540-43a7-a174-36c1cfb3af97,Netflix,2500,1 mois,2026-07-05 15:03:54.951207+00,completed,mutual,1225,,,903,subscription
1940,21ad6f14-0a07-4dad-8ad4-8cd4654c2aa8,Netflix,2500,1 mois,2026-07-05 15:14:09.71642+00,completed,mutual,1226,,,904,subscription
1941,177ca8c3-c308-492d-b38e-8290e91ea97a,Spotify,2000,1 mois,2026-07-05 15:33:21.451526+00,completed,mutual,1227,,,905,subscription
1906,d7065183-0da6-467e-938c-10d5bbf63c84,Netflix,2500,1 mois,2026-07-04 10:12:31.013007+00,completed,mutual,1219,,,917,subscription
1959,754aff8c-d6b3-4be7-ad34-26558989185c,Apple Music,2000,1 mois,2026-07-07 07:32:22.679512+00,completed,mutual,1232,,,912,subscription
1945,4c412ad7-72a0-42f0-b57b-3df23d121946,Netflix,2500,1 mois,2026-07-05 22:41:42.835961+00,completed,mutual,1143,,,909,subscription
1950,01a2a188-ca7a-4ef7-b535-78b415932e5e,Prime Video,2000,1 mois,2026-07-06 17:39:26.234784+00,completed,mutual,887,,,908,subscription
1961,877ab4fa-d036-4e7a-8755-04e59183d463,Netflix,2500,1 mois,2026-07-07 11:46:04.202524+00,completed,mutual,1234,,,916,subscription
1963,0d735bb3-42ca-45f3-9f7f-aec0fce2f779,Netflix,2500,1 mois,2026-07-07 12:33:29.483147+00,completed,mutual,1236,,,918,subscription
1957,000cb019-d8d7-4b31-8d0e-a8ae81610be1,Netflix,2500,1 mois,2026-07-26 15:47:05.551045+00,completed,mutual,979,470,,470,extension
1954,886e1316-2937-4634-b558-c26b59947982,Hbo Max,2500,1 mois,2026-07-06 20:00:15.192204+00,completed,mutual,1229,,,910,subscription
1953,df4887ba-0a63-4ff7-9c81-adec6ae6f56e,Apple Music,2000,1 mois,2026-07-04 20:37:19.190771+00,completed,mutual,525,520,,520,renewal
1958,4b946a85-df07-4f0e-a2b4-3f40dfec3f36,Surfshark,1500,1 mois,2026-07-07 07:25:46.658129+00,completed,mutual,1229,,,911,subscription
1960,0b4c798e-f770-493e-af98-6b1f51a9eb40,Netflix,2500,1 mois,2026-07-07 09:58:32.69085+00,completed,mutual,1233,,,913,subscription
1967,eb931d91-c317-47d6-8632-3bb21bbef0b3,Netflix,2500,1 mois,2026-07-07 16:21:43.112003+00,completed,mutual,952,,,927,subscription
1951,138c9826-057e-4738-8058-a00836df1faa,Crunchyroll,4000,3 mois,2026-07-06 18:24:39.89386+00,completed,mutual,367,,,915,subscription
1972,76090834-a321-4744-8b2f-ad5fe6b87940,Prime Video,2000,1 mois,2026-07-07 18:10:08.26522+00,completed,mutual,1182,,,921,subscription
1975,82e0c681-b0c9-414a-bbe3-0d5c9927a715,Netflix,2500,1 mois,2026-07-02 23:59:00+00,completed,mutual,349,647,,647,renewal
1974,e7a5b399-420c-4bee-be5d-ecd13b35397c,Netflix,2500,1 mois,2026-07-07 18:54:57.571255+00,completed,mutual,1238,,,926,subscription
1973,3758f822-f86b-4033-b81a-f971b312a8ac,Prime Video,2000,1 mois,2026-07-07 18:30:10.504097+00,completed,mutual,1238,,,925,subscription
1966,d4e9d379-685e-4fb9-a969-0349c8b9ae4d,Spotify,2000,1 mois,2026-07-07 15:58:37.92132+00,completed,mutual,438,,,922,subscription
1964,3011ecc7-dbd9-438a-8139-d47ff19fd720,Netflix,2500,1 mois,2026-07-07 13:02:11.572004+00,completed,mutual,1235,,,920,subscription
1970,7ec77483-cfde-4579-8c39-209b5b1d6ecf,Prime Video,2000,1 mois,2026-07-07 17:47:26.908965+00,completed,mutual,745,,,919,subscription
1965,d4514f04-e8f1-4d29-bee2-60600e5afeac,Surfshark,1500,1 mois,2026-06-30 10:26:05.352959+00,completed,mutual,429,491,,491,renewal
1969,af1c1cc3-0509-4251-9469-d5c808cd0aaf,Prime Video,5500,3 mois,2026-07-07 17:39:02.010899+00,completed,mutual,1165,,,924,subscription
1976,24e5aaab-1538-401a-a8e8-8b5104049878,Disney Plus,2500,1 mois,2026-07-06 23:17:00+00,completed,mutual,349,593,,593,renewal
2144,2da501ef-d627-46dc-8bc3-4670a2b331f1,Surfshark,1500,1 mois,2026-07-15 16:13:02.074406+00,completed,mutual,1177,,,,subscription
1980,ce4bf164-b74b-44bb-8629-19a86a0396b1,Spotify,2000,1 mois,2026-07-05 23:34:00+00,completed,mutual,19,657,,657,renewal
1981,813d7dc7-b181-428d-8e3e-295b574b5c37,Prime Video,2000,1 mois,2026-07-09 23:41:00+00,completed,mutual,19,355,,355,extension
2169,5c21c316-cbc3-4efc-8e56-0c6192218698,Netflix,2500,1 mois,2026-07-16 18:30:29.710797+00,completed,mutual,1296,,,,subscription
1998,9fd8425b-68af-4249-a971-f68ce2af5964,Prime Video,2000,1 mois,2026-07-08 14:02:26.904286+00,completed,mutual,1244,,,936,subscription
2004,874be124-3e9c-45c9-8d8e-5ee985a81705,Crunchyroll,1500,1 mois,2026-07-08 17:02:17.202913+00,completed,mutual,475,336,,336,extension
1983,bceb86eb-bf9e-4103-8329-6a4879f00a5f,Prime Video,2000,1 mois,2026-07-07 20:03:26.121153+00,completed,mutual,1219,,,928,subscription
2160,749a455a-dc6b-4cad-ab80-4877aa6b6646,Surfshark,1500,1 mois,2026-07-16 16:21:49.846062+00,completed,mutual,28,,,1002,subscription
1996,bc3e4f08-e3f1-436d-854a-7fc4c94b1f2f,Netflix,2500,1 mois,2026-07-08 13:49:28.73607+00,completed,mutual,1243,,,937,subscription
2177,d54d8bf5-2efd-47f1-912b-bb368fdec5d2,Spotify,2000,1 mois,2026-07-15 23:36:00+00,completed,mutual,60,625,,625,renewal
2181,0be6e6bd-b8b9-442a-8975-9948e258225d,Hbo Max,7000,3 mois,2026-07-17 19:22:31.767478+00,completed,mutual,1278,,,1010,subscription
1984,87fadf75-9579-42f0-8bfd-50d6bcd1119d,Disney Plus,2500,1 mois,2026-08-08 18:13:43.558312+00,completed,mutual,859,341,,341,extension
2042,6ab20906-5e8c-4575-98fa-880cfcc9ec51,Netflix,2500,1 mois,2026-07-09 21:59:51.104253+00,completed,mutual,1255,,,,subscription
2023,94903ed1-ab84-4cd6-9cee-0a3f43814a22,Crunchyroll,1500,1 mois,2026-07-01 20:48:39.100532+00,completed,mutual,876,637,,637,renewal
1988,64425998-d934-4dc4-9141-e96322e24a44,Surfshark,1500,1 mois,2026-07-07 20:55:40.471255+00,completed,mutual,590,,,930,subscription
1989,e6d84edc-ac5e-41f7-9032-89558e3ce233,Prime Video,2000,1 mois,2026-07-07 21:35:22.25423+00,completed,mutual,1241,,,931,subscription
1990,3121a255-66ff-4e3e-a462-28b5ab1a9bc0,Netflix,2500,1 mois,2026-07-07 21:35:57.66082+00,completed,mutual,1240,,,932,subscription
2015,0fc887b0-21b4-484c-b843-70b4f738b95b,Netflix,2500,1 mois,2026-07-08 23:43:40.198939+00,completed,mutual,1247,,,939,subscription
1991,3f64a3aa-0a01-4ab1-827f-e5ff131f280c,Netflix,2500,1 mois,2026-07-07 23:56:17.264551+00,completed,mutual,892,,,933,subscription
1992,695b693b-36f1-4fd6-a7a1-59ecb1be70e1,Netflix,2500,1 mois,2026-07-08 11:24:51.799891+00,completed,mutual,1214,,,,subscription
1993,2e5dec45-a9ca-424f-91cb-c706146e95b9,Spotify,2000,1 mois,2026-07-06 14:51:00+00,completed,mutual,840,323,,323,renewal
1994,350f288f-8a0a-4465-adcf-4e59efbb8b57,Crunchyroll,4000,3 mois,2026-07-08 11:53:22.026099+00,completed,mutual,1242,,,935,subscription
2007,b8c41cd5-b212-4207-9260-914bd0c8d45a,Netflix,2500,1 mois,2026-07-15 17:30:56.71945+00,completed,mutual,475,339,,339,extension
2024,927ffea2-2be4-4f6a-ac8c-5448d4eb38d6,Prime Video,2000,1 mois,2026-07-01 20:49:14.033966+00,completed,mutual,876,250,,250,renewal
2000,31afe8b6-880e-4f30-8b7d-ed55846ed7b2,Surfshark,1500,1 mois,2026-07-09 10:20:52.739871+00,completed,mutual,859,346,,346,extension
2025,6750d710-5382-4b9a-bdd7-960d31bfab3c,Netflix,2500,1 mois,2026-07-04 07:09:14.722126+00,completed,mutual,876,649,,649,renewal
2003,5acda93c-e14c-4b47-823e-8b0bedb4c5c6,Surfshark,1500,1 mois,2026-07-08 17:02:07.999791+00,completed,mutual,475,335,,335,extension
2008,e357aa74-a041-415e-91ba-0cb8a5e3e9f8,Netflix,5500,1 mois,2026-07-06 23:10:00+00,completed,personal,982,474,,474,renewal
2006,42d3edfc-173f-4dc0-9a25-6b5dc10dc974,Hbo Max,2500,1 mois,2026-07-08 17:27:10.615523+00,completed,mutual,475,338,,338,extension
2017,ca5780a8-29df-4086-a0f8-8c7d425c8377,Netflix,2500,1 mois,2026-07-09 07:40:37.588703+00,completed,mutual,1248,,,940,subscription
2005,c55d7a8f-4ad7-4422-9ba3-fa0b90498144,Prime Video,2000,1 mois,2026-07-08 17:27:09.952286+00,completed,mutual,475,337,,337,extension
2001,175fba1d-bd7e-4fa7-b18b-2ffd5f573c64,Netflix,2500,1 mois,2026-07-06 23:53:00+00,completed,mutual,501,527,,527,renewal
2034,c57d3364-cfa7-4626-9ffb-00020eb6e323,Netflix,13000,6 mois,2026-07-09 16:00:08.113172+00,completed,mutual,1253,,,,subscription
2014,058cb8d4-e15d-4b35-8582-f5e96139e0f1,Netflix,2500,1 mois,2026-07-08 23:04:00+00,completed,mutual,1062,679,,679,renewal
2010,ebf292dd-40a0-4921-857e-6abc2398b366,Netflix,2500,1 mois,2026-07-08 20:13:52.582212+00,completed,mutual,1245,,,938,subscription
2022,14295fa3-7584-4748-ba13-e0d66051b89e,Prime Video,5000,1 mois,2026-07-08 23:21:00+00,completed,personal,467,357,,357,renewal
2026,35b020fb-42ae-4308-9386-e5f935566b2f,Spotify,2000,1 mois,2026-07-28 12:10:57.095636+00,completed,mutual,876,619,,619,extension
2027,dedc5215-aecd-4e49-9d02-4de355312612,Apple Music,2000,1 mois,2026-07-03 23:56:00+00,completed,mutual,676,653,,653,renewal
2011,f3a57f1a-cbe4-4b0d-9a3a-558c969cc991,Netflix,2500,1 mois,2026-07-08 20:15:07.404989+00,completed,mutual,1246,,,942,subscription
2020,7a6c295c-3395-484e-8af6-534640b84af5,Prime Video,2000,1 mois,2026-07-09 11:11:37.697973+00,completed,mutual,915,,,941,subscription
2029,b5bbfca2-a893-4951-bc39-c49a82ec8ecc,Netflix,2500,1 mois,2026-07-09 15:25:16.642146+00,completed,mutual,640,,,946,subscription
2018,b2d192fc-24d7-4128-8e94-50509c93c904,Hbo Max,2500,1 mois,2026-07-09 07:44:10.657746+00,completed,mutual,1249,,,943,subscription
2028,652f1625-41cb-4b96-bf26-10966ae33ecf,Netflix,7000,3 mois,2026-07-09 14:48:11.890717+00,completed,mutual,1250,,,944,subscription
2031,594e2246-258b-432e-8862-4f4350794c56,Netflix,7000,3 mois,2026-07-09 15:28:23.311941+00,completed,mutual,23,,,945,subscription
2030,b312116e-9a05-48cd-9405-54a63d887b6b,Crunchyroll,1500,1 mois,2026-07-09 15:27:33.796032+00,completed,mutual,1251,,,947,subscription
2032,4ab5e283-739b-4156-b0c8-32d0c70072f3,Prime Video,2000,1 mois,2026-07-09 15:49:47.876939+00,completed,mutual,1252,,,949,subscription
2035,baf30499-17c8-47d4-8a0d-dec61fbc364d,Spotify,2000,1 mois,2026-07-05 19:44:36.644451+00,completed,mutual,671,307,,307,renewal
2036,a25f9f01-af93-4f40-97f2-18a2fc5d03f9,Netflix,2500,1 mois,2026-07-09 16:13:29.657319+00,completed,mutual,1252,,,950,subscription
2038,bff24ab8-aa18-4b34-9f90-0e57c5312378,Netflix,7000,3 mois,2026-07-08 23:27:00+00,completed,mutual,772,353,,353,renewal
2040,d3a0e7ac-8d9d-4724-b799-3dcf063cf7ef,Netflix,2500,1 mois,2026-07-09 19:17:52.098267+00,completed,mutual,418,,,951,subscription
1948,9e7fe839-9120-4f73-a4c7-9e58e989cf29,Apple TV,3000,1 mois,2026-07-06 13:21:05.348665+00,completed,mutual,590,,,929,subscription
2041,3c75f790-788c-41b2-8b72-0437c03bde55,Surfshark,1500,1 mois,2026-07-09 21:39:48.236628+00,completed,mutual,498,,,954,subscription
1987,60f2f913-b544-4de1-a769-4f22506dfa92,Spotify,3500,1 mois,2026-07-07 20:39:59.9544+00,completed,personal,582,,,952,subscription
2043,6f2b458f-0b5c-4c43-baf5-714002a7c4dd,Prime Video,2000,1 mois,2026-07-09 23:13:30.85395+00,completed,mutual,1172,,,,subscription
2135,814c2a00-6b4d-4e56-9fac-6204f6e8acb4,Prime Video,2000,1 mois,2026-07-09 19:11:21.465787+00,completed,mutual,624,538,,538,renewal
2054,68e49bef-398a-4a32-9c8b-e88843580c2c,Prime Video,2000,1 mois,2026-07-10 23:16:42.518766+00,completed,mutual,188,,,965,subscription
2045,eb9f89a4-8851-4f1b-9da4-f9197d4fbb0e,Prime Video,2000,1 mois,2026-07-09 23:25:25.903697+00,completed,mutual,1256,,,956,subscription
2145,13b29476-7692-4620-bddc-adeaa02cbb20,Spotify,2000,1 mois,2026-07-15 16:32:30.611386+00,completed,mutual,1291,,,997,subscription
2048,cfe908e2-aeee-43de-9b28-0c4674d9d185,Crunchyroll,1500,1 mois,2026-07-26 22:34:23.584348+00,completed,mutual,979,476,,476,extension
2154,feb544ba-a3bc-4a6f-8abf-f684b641a6e7,Prime Video,2000,1 mois,2026-07-16 09:34:06.392426+00,completed,mutual,1293,,,998,subscription
2062,39396358-cd3b-46cb-b38d-fb1f46d08ce4,Apple TV,3000,1 mois,2026-07-11 13:12:51.152674+00,completed,mutual,1263,,,966,subscription
2074,d75672bd-5190-4dea-bcbc-9992f6feec2e,Netflix,2500,1 mois,2026-07-12 10:02:07.135979+00,completed,mutual,1269,,,971,subscription
2049,e31f83c4-1647-4b4f-8102-c58e117f462c,Onoff,7000,1 mois,2026-07-10 15:56:46.349973+00,completed,personal,1257,,,957,subscription
2056,d29dee1a-5eb1-4368-a4f6-7fb5cd1998a4,Netflix,2500,1 mois,2026-07-14 22:01:09.119273+00,completed,mutual,1045,661,,661,extension
2050,16e0ad39-3b7d-4a15-a020-6ea5e7a1fff3,Netflix,2500,1 mois,2026-07-10 16:06:57.899766+00,completed,mutual,1258,,,958,subscription
2161,149f161f-be67-43d3-b584-6864d6be7db1,Onoff,7000,1 mois,2026-07-16 16:45:34.216019+00,completed,personal,28,,,1003,subscription
2170,80011c16-4a05-4eba-856c-387d5c017b71,Netflix,2500,1 mois,2026-07-16 19:19:36.558725+00,completed,mutual,1295,,,1007,subscription
2180,839a9992-90e5-485a-9a24-504a9b18aad7,Prime Video,2000,1 mois,2026-07-17 16:25:35.960191+00,completed,mutual,1002,,,1011,subscription
2052,ab130366-8b62-4175-8aaf-e021c763590d,Surfshark,1500,1 mois,2026-07-10 20:14:31.123269+00,completed,mutual,1259,,,959,subscription
2063,1daf6a8c-8bdf-40e1-8e02-21575895a2cd,Netflix,2500,1 mois,2026-07-11 15:06:49.820993+00,completed,mutual,554,,,967,subscription
2051,4fcf7934-217d-4d4a-b3a3-ba5abda00396,Prime Video,2000,1 mois,2026-07-10 20:09:24.653209+00,completed,mutual,1259,,,960,subscription
2178,9f2915a8-e4b9-4678-ad24-f3ff083acece,Crunchyroll,3500,1 mois,2026-07-17 13:09:38.548162+00,completed,personal,1298,,,1009,subscription
2079,3adf5e28-f685-4b49-ae13-c511bccf639c,Surfshark,1500,1 mois,2026-07-12 14:30:24.260379+00,completed,mutual,358,,,974,subscription
2055,1e387f07-aa6a-497b-8e79-50f36d308078,Netflix,7500,1 mois,2026-07-11 00:22:05.802464+00,completed,personal,1261,,,961,subscription
2058,c9ca4834-889f-4a12-b117-cb88da5ee8ff,Netflix,2500,1 mois,2026-07-11 10:12:49.518859+00,completed,mutual,1260,,,962,subscription
2059,b260f1a2-1558-44f9-9188-ffc51ff1ea44,Prime Video,2000,1 mois,2026-07-11 12:23:37.623732+00,completed,mutual,427,,,,subscription
